Driver ID,Name,Age,Gender,Years of Driving Experience,Location,Occupation,Marital Status,Socioeconomic Status,Driver's License,Accident Type,Accident Location,Date,Time,Weather Conditions,Road Conditions,Accident Severity,Average Speed,Traffic Signal Violations,Distracted Driving Frequency,Traffic Violations,Training Programs,Training Hours,Certifications,Vehicle Type,Vehicle Make,Vehicle Model,Vehicle Year,Road Type,Speed Limit,Traffic Signs Present,Road Conditions,Distance Traveled (km),Seatbelt Usage
867,Ahmed Hassan,30,Male,8,Lahore,Engineer,Single,Middle Class,Yes,Rear-end Collision,Johar Town,5/19/2015,11:30,Sunny,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
868,Aisha Malik,25,Female,3,Karachi,Teacher,Single,Lower Middle Class,Yes,Side Swipe Collision,DHA,9/26/2019,14:45,Rainy,Wet,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
869,Ali Raza,40,Male,15,Islamabad,Business Owner,Married,Upper Class,Yes,Intersection Collision,Blue Area,6/23/2016,9:15,Cloudy,Wet,Property Damage,55,0,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
870,Hina Ahmed,28,Female,6,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,Model Town,01/10/2016,13:00,Sunny,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
871,Asad Ahmed,32,Male,10,Karachi,Engineer,Married,Upper Middle Class,Yes,Intersection Collision,Mall Road,12/03/2015,9:30,Sunny,Dry,Property Damage,60,0,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
872,Ayesha Khan,29,Female,6,Lahore,Doctor,Single,Upper Middle Class,Yes,Rear-end Collision,F-8 Markaz,05/11/2016,12:45,Cloudy,Wet,Property Damage,55,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
873,Ali Raza,37,Male,14,Islamabad,Business Owner,Married,Upper Class,Yes,Side Swipe Collision,Clifton,03/01/2004,9:30,Rainy,Wet,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
874,Saima Malik,27,Female,5,Karachi,Teacher,Married,Middle Class,Yes,Intersection Collision,Model Town,02/04/2014,12:45,Sunny,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
875,Farhan Ahmed,33,Male,9,Lahore,Engineer,Single,Middle Class,Yes,Rear-end Collision,F-7,12/08/2023,10:00,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
876,Sania Riaz,26,Female,4,Islamabad,Doctor,Single,Upper Middle Class,Yes,Side Swipe Collision,Gulshan-e-Iqbal,09/10/2022,13:15,Rainy,Wet,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
877,Ahmed Khan,35,Male,11,Karachi,Business Owner,Married,Upper Class,Yes,Intersection Collision,Mall Road,03/05/2017,9:30,Sunny,Dry,Property Damage,60,1,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
878,Maria Akram,31,Female,8,Lahore,Teacher,Married,Middle Class,Yes,Rear-end Collision,F-6,7/25/2014,12:45,Cloudy,Wet,Property Damage,55,0,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
879,Bilal Riaz,34,Male,12,Islamabad,Engineer,Married,Upper Middle Class,Yes,Side Swipe Collision,Clifton,12/20/2016,9:30,Rainy,Wet,Property Damage,55,1,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
880,Zara Ahmed,28,Female,5,Karachi,Doctor,Single,Upper Middle Class,Yes,Intersection Collision,Model Town,9/28/2018,12:45,Sunny,Dry,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
881,Yasir Malik,36,Male,10,Lahore,Business Owner,Married,Upper Class,Yes,Rear-end Collision,F-7 Markaz,1/25/2019,10:00,Clear,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
882,Sana Riaz,27,Female,6,Islamabad,Engineer,Single,Middle Class,Yes,Side Swipe Collision,Gulistan-e-Johar,11/24/2014,13:15,Rainy,Wet,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
883,Asif Khan,35,Male,11,Karachi,Teacher,Married,Middle Class,Yes,Intersection Collision,Mall Road,01/06/2015,9:30,Sunny,Dry,Property Damage,60,1,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
884,Sarah Ahmed,30,Female,7,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,F-8 Markaz,4/17/2021,12:45,Cloudy,Wet,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
885,Fahad Riaz,33,Male,9,Islamabad,Business Owner,Single,Upper Class,Yes,Side Swipe Collision,Clifton,8/29/2017,9:30,Rainy,Wet,Property Damage,60,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
886,Hina Khan,29,Female,6,Karachi,Engineer,Married,Middle Class,Yes,Intersection Collision,Model Town,10/14/2022,12:45,Sunny,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
887,Salman Ahmed,37,Male,14,Lahore,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-7,3/31/2015,10:00,Clear,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
888,Ayesha Riaz,26,Female,4,Islamabad,Doctor,Single,Upper Class,Yes,Side Swipe Collision,Gulshan-e-Iqbal,09/05/2014,13:15,Rainy,Wet,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
889,Imran Malik,35,Male,12,Karachi,Business Owner,Married,Middle Class,Yes,Intersection Collision,Mall Road,06/02/2017,9:30,Sunny,Dry,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
890,Sara Ahmed,31,Female,8,Lahore,Engineer,Married,Upper Middle Class,Yes,Rear-end Collision,F-6,01/07/2016,12:45,Cloudy,Wet,Property Damage,55,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
891,Kamran Riaz,33,Male,10,Islamabad,Doctor,Single,Upper Class,Yes,Side Swipe Collision,Clifton,12/27/2018,9:30,Rainy,Wet,Property Damage,60,1,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
892,Fatima Khan,28,Female,5,Karachi,Teacher,Married,Middle Class,Yes,Intersection Collision,Model Town,11/25/2022,12:45,Sunny,Dry,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
893,Waqar Ahmed,36,Male,11,Lahore,Business Owner,Married,Upper Middle Class,Yes,Rear-end Collision,F-7 Markaz,8/15/2022,10:00,Clear,Dry,Property Damage,55,1,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
894,Saba Riaz,27,Female,6,Islamabad,Engineer,Single,Upper Class,Yes,Side Swipe Collision,Gulistan-e-Johar,3/18/2019,13:15,Rainy,Wet,Property Damage,55,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
895,Naeem Khan,35,Male,10,Karachi,Doctor,Married,Middle Class,Yes,Intersection Collision,Mall Road,05/02/2014,9:30,Sunny,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
896,Aisha Ahmed,30,Female,7,Lahore,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-8 Markaz,5/30/2023,12:45,Cloudy,Wet,Property Damage,55,0,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
897,Usman Riaz,33,Male,9,Islamabad,Engineer,Single,Upper Class,Yes,Side Swipe Collision,Clifton,11/09/2022,9:30,Rainy,Wet,Property Damage,60,0,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
898,Amina Malik,29,Female,6,Karachi,Business Owner,Married,Middle Class,Yes,Intersection Collision,Model Town,6/15/2018,12:45,Sunny,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
899,Naveed Ahmed,34,Male,12,Lahore,Doctor,Married,Upper Middle Class,Yes,Rear-end Collision,F-7,10/20/2014,10:00,Clear,Dry,Property Damage,55,0,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
900,Mehreen Riaz,28,Female,5,Islamabad,Engineer,Single,Upper Class,Yes,Side Swipe Collision,Gulshan-e-Iqbal,10/12/2018,13:15,Rainy,Wet,Property Damage,55,1,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
901,Ahmed Khan,36,Male,11,Karachi,Teacher,Married,Middle Class,Yes,Intersection Collision,Mall Road,02/01/2009,9:30,Sunny,Dry,Property Damage,55,0,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
902,Anam Ahmed,27,Female,6,Lahore,Business Owner,Single,Upper Middle Class,Yes,Rear-end Collision,F-6,06/04/2020,12:45,Cloudy,Wet,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
903,Sajid Riaz,35,Male,10,Islamabad,Doctor,Married,Upper Class,Yes,Side Swipe Collision,Clifton,7/22/2019,9:30,Rainy,Wet,Property Damage,60,0,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
904,Maryam Malik,30,Female,7,Karachi,Engineer,Married,Middle Class,Yes,Intersection Collision,Model Town,8/14/2017,12:45,Sunny,Dry,Property Damage,55,1,Low,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
905,Kashif Ahmed,33,Male,9,Lahore,Teacher,Single,Upper Middle Class,Yes,Rear-end Collision,F-7 Markaz,07/11/2017,10:00,Clear,Dry,Property Damage,55,0,Moderate,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
906,Saba Riaz,26,Female,4,Islamabad,Doctor,Single,Upper Class,Yes,Side Swipe Collision,Gulistan-e-Johar,12/27/2016,13:15,Rainy,Wet,Property Damage,55,1,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
907,Waqas Khan,35,Male,10,Karachi,Business Owner,Married,Middle Class,Yes,Intersection Collision,Mall Road,03/08/2016,9:30,Sunny,Dry,Property Damage,55,0,Moderate,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
908,Sana Ahmed,31,Female,8,Lahore,Teacher,Married,Upper Middle Class,Yes,Rear-end Collision,F-8 Markaz,03/03/2015,12:45,Cloudy,Wet,Property Damage,55,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
909,Ali Raza,34,Male,12,Islamabad,Engineer,Married,Upper Class,Yes,Side Swipe Collision,Clifton,6/14/2023,9:30,Rainy,Wet,Property Damage,60,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
910,Hira Malik,29,Female,6,Karachi,Doctor,Single,Middle Class,Yes,Intersection Collision,Model Town,4/19/2019,12:45,Sunny,Dry,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
911,Ahmed Ali,35,Male,10,Lahore,Engineer,Married,Upper Middle Class,DL-12345,Rear-end Collision,F-7,10/27/2013,10:00,Clear,Dry,Property Damage,60,0,Moderate,1,Defensive Driving Course,14,Defensive Driving,Sedan,Toyota,Corolla,1999,Urban,50 km/h,Yes,No Construction Zone,500,Yes
912,Fatima Khan,28,Female,6,Karachi,Accountant,Single,Middle Class,DL-67890,Side Swipe Collision,Gulshan-e-Iqbal,7/17/2019,13:15,Rainy,Wet,Property Damage,55,0,Low,2,Defensive Driving Course,15,Defensive Driving,Sedan,Honda,Civic,1999,Urban,50 km/h,Yes,No Construction Zone,700,Yes
913,Ali Raza,42,Male,20,Islamabad,Business Owner,Married,Upper Class,DL-54321,Intersection Collision,Mall Road,6/13/2020,9:30,Sunny,Dry,Property Damage,55,1,Moderate,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
914,Ayesha Ali,31,Female,8,Lahore,Doctor,Single,Upper Middle Class,DL-98765,Rear-end Collision,Johar Town,10/11/2019,11:30,Sunny,Dry,Property Damage,55,0,Low,1,Defensive Driving Course,15,Defensive Driving,Hatchback,Suzuki,Swift,1998,Urban,50 km/h,Yes,No Construction Zone,400,Yes
915,Hassan Ali,45,Male,22,Karachi,Lawyer,Married,Middle Class,DL-13579,Side Swipe Collision,DHA,12/22/2016,14:45,Rainy,Wet,Property Damage,55,1,Low,2,Defensive Driving Course,20,Defensive Driving,Sedan,Honda,Accord,1998,Urban,50 km/h,Yes,No Construction Zone,800,Yes
916,Sana Ahmed,39,Female,18,Rawalpindi,Teacher,Married,Upper Middle Class,DL-24680,Intersection Collision,Blue Area,9/21/2017,9:15,Cloudy,Wet,Property Damage,55,0,Low,2,None,0,None,Sedan,Honda,Civic,1998,Urban,50 km/h,Yes,No Construction Zone,700,Yes
917,Amir Khan,37,Male,15,Lahore,Businessman,Married,Upper Class,DL-97531,Rear-end Collision,Model Town,03/06/2016,13:00,Sunny,Dry,Property Damage,60,1,Moderate,2,Defensive Driving Course,20,Defensive Driving,Sedan,Toyota,Corolla,1997,Urban,50 km/h,Yes,No Construction Zone,500,Yes
918,Aisha Malik,33,Female,12,Islamabad,Engineer,Single,Middle Class,DL-81947,Rear-end,Main Road,2/16/2018,15:30,Cloudy,Wet,Minor,55,0,Low,2,Defensive Driving,10,Defensive Driving,Sedan,Hyundai,Elantra,2017,Urban,50,Yes,Good,28,Yes
919,Usman Ahmed,41,Male,19,Karachi,Accountant,Married,Upper Middle Class,DL-64238,Rear-end,Main Road,5/29/2018,11:45,Sunny,Dry,Minor,55,1,Moderate,5,Defensive Driving,12,Defensive Driving,Hatchback,Suzuki,Cultus,2020,Urban,40,Yes,Good,32,Yes
920,Sara Khan,29,Female,7,Lahore,Doctor,Single,Upper Middle Class,DL-76492,Head-on,Highway,4/25/2015,14:00,Sunny,Dry,Major,55,0,Moderate,6,Defensive Driving,15,Defensive Driving,Sedan,Honda,City,2019,Rural,60,Yes,Moderate,45,Yes
921,Hassan Ahmed,36,Male,14,Faisalabad,Business Owner,Married,Upper Class,DL-27496,Rear-end,Main Road,10/03/2016,16:30,Cloudy,Wet,Minor,55,1,Low,4,Defensive Driving,10,Defensive Driving,SUV,Honda,CR-V,2021,Urban,50,Yes,Good,18,Yes
922,Nida Malik,32,Female,11,Lahore,Lawyer,Married,Middle Class,DL-43675,Rear-end,Main Road,10/17/2021,9:15,Sunny,Dry,Major,55,0,Low,3,Defensive Driving,8,Defensive Driving,Sedan,Toyota,Camry,2020,Urban,50,Yes,Good,24,Yes
923,Salman Khan,44,Male,21,Karachi,Engineer,Married,Upper Middle Class,DL-98163,Side-swipe,City Intersection,11/28/2016,8:30,Foggy,Wet,Major,60,1,Moderate,7,Defensive Driving,12,Defensive Driving,SUV,Toyota,Prado,2022,Urban,60,Yes,Moderate,38,Yes
924,Hira Ali,30,Female,9,Islamabad,Accountant,Single,Middle Class,DL-52974,Rear-end,Main Road,09/12/2018,13:45,Sunny,Dry,Minor,55,0,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
925,Farhan Ahmed,40,Male,17,Lahore,Doctor,Married,Upper Middle Class,DL-73462,Rear-end,Main Road,09/09/2016,10:00,Sunny,Dry,Major,55,1,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2020,Urban,50,Yes,Good,35,Yes
926,Zara Malik,34,Female,13,Karachi,Engineer,Single,Middle Class,DL-37482,Head-on,Highway,8/30/2019,16:15,Cloudy,Wet,Minor,55,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Honda,CR-V,2021,Rural,60,Yes,Moderate,20,Yes
927,Imran Khan,38,Male,16,Islamabad,Businessman,Married,Upper Class,DL-21579,Rear-end,Main Road,3/27/2021,14:30,Sunny,Dry,Major,55,0,Low,2,Defensive Driving,8,Defensive Driving,Sedan,Honda,Accord,2021,Urban,50,Yes,Good,30,Yes
928,Ayesha Ahmed,32,Female,10,Karachi,Accountant,Single,Middle Class,DL-83129,Side-swipe,City Intersection,10/06/2015,11:00,Sunny,Dry,Minor,55,1,Low,4,Defensive Driving,12,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,28,Yes
929,Ahmed Raza,39,Male,18,Lahore,Doctor,Married,Upper Middle Class,DL-46297,Rear-end,Main Road,12/12/2017,9:45,Sunny,Dry,Minor,60,0,Moderate,6,Defensive Driving,15,Defensive Driving,Sedan,Honda,Civic,2022,Urban,50,Yes,Good,32,Yes
930,Sania Khan,29,Female,8,Karachi,Lawyer,Single,Middle Class,DL-72649,Rear-end,Main Road,11/17/2022,12:30,Sunny,Dry,Major,55,1,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,25,Yes
931,Kamran Ali,37,Male,15,Islamabad,Engineer,Married,Upper Middle Class,DL-92347,Side-swipe,City Intersection,04/05/2014,11:15,Sunny,Dry,Minor,55,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Fortuner,2021,Urban,60,Yes,Good,30,Yes
932,Saba Malik,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-39475,Rear-end,Main Road,01/02/2019,13:00,Sunny,Dry,Minor,55,1,Moderate,4,Defensive Driving,8,Defensive Driving,Sedan,Honda,Accord,2020,Urban,50,Yes,Good,22,Yes
933,Nadeem Ahmed,41,Male,19,Karachi,Businessman,Married,Upper Class,DL-63829,Rear-end,Main Road,8/16/2022,10:45,Sunny,Dry,Major,55,0,Low,5,Defensive Driving,12,Defensive Driving,Hatchback,Suzuki,Cultus,2020,Urban,40,Yes,Good,35,Yes
934,Samina Khan,30,Female,7,Lahore,Doctor,Single,Upper Middle Class,DL-14987,Head-on,Highway,4/22/2019,14:30,Sunny,Dry,Major,55,1,Moderate,6,Defensive Driving,15,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Good,40,Yes
935,Yasir Ahmed,36,Male,14,Faisalabad,Business Owner,Married,Upper Class,DL-52149,Rear-end,Main Road,12/17/2018,16:15,Sunny,Dry,Minor,60,0,Moderate,4,Defensive Driving,10,Defensive Driving,SUV,Honda,CR-V,2021,Urban,50,Yes,Good,18,Yes
936,Hina Malik,32,Female,11,Lahore,Lawyer,Married,Middle Class,DL-78341,Rear-end,Main Road,10/19/2016,9:45,Sunny,Dry,Major,70,1,Low,3,Defensive Driving,8,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,24,Yes
937,Imran Khan,44,Male,21,Karachi,Engineer,Married,Upper Middle Class,DL-93481,Side-swipe,City Intersection,09/03/2018,8:30,Foggy,Wet,Major,65,0,High,7,Defensive Driving,12,Defensive Driving,SUV,Toyota,Prado,2022,Urban,60,Yes,Moderate,38,Yes
938,Ayesha Ali,30,Female,9,Islamabad,Accountant,Single,Middle Class,DL-61829,Rear-end,Main Road,03/07/2023,13:45,Sunny,Dry,Minor,55,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
939,Farhan Ahmed,40,Male,17,Lahore,Doctor,Married,Upper Middle Class,DL-82716,Rear-end,Main Road,05/01/2008,10:00,Sunny,Dry,Major,75,0,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2020,Urban,50,Yes,Good,35,Yes
940,Saba Malik,34,Female,13,Karachi,Engineer,Single,Middle Class,DL-31724,Head-on,Highway,02/02/2016,16:15,Cloudy,Wet,Major,70,1,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Good,32,Yes
941,Fahad Khan,37,Male,15,Islamabad,Businessman,Married,Upper Class,DL-42971,Side-swipe,City Intersection,8/22/2021,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Fortuner,2021,Urban,60,Yes,Good,30,Yes
942,Zoya Ahmed,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-71294,Rear-end,Main Road,10/26/2020,9:30,Sunny,Dry,Major,70,0,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Accord,2020,Urban,50,Yes,Good,22,Yes
943,Ahmed Raza,39,Male,18,Karachi,Businessman,Married,Upper Class,DL-53927,Rear-end,Main Road,5/28/2018,10:45,Sunny,Dry,Minor,55,1,High,6,Defensive Driving,15,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,35,Yes
944,Sania Khan,29,Female,8,Karachi,Lawyer,Single,Middle Class,DL-26349,Rear-end,Main Road,3/21/2022,12:30,Sunny,Dry,Major,70,0,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,25,Yes
945,Kamran Ali,37,Male,15,Islamabad,Engineer,Married,Upper Middle Class,DL-83472,Side-swipe,City Intersection,9/23/2016,11:15,Sunny,Dry,Minor,50,1,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Prado,2022,Urban,60,Yes,Moderate,38,Yes
946,Sana Malik,34,Female,13,Lahore,Accountant,Single,Middle Class,DL-53917,Rear-end,Main Road,11/18/2018,9:45,Sunny,Dry,Major,70,0,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
947,Imran Khan,38,Male,16,Islamabad,Businessman,Married,Upper Class,DL-24193,Rear-end,Main Road,6/29/2015,14:30,Sunny,Dry,Major,70,1,Moderate,2,Defensive Driving,8,Defensive Driving,Sedan,Honda,Accord,2021,Urban,50,Yes,Good,30,Yes
948,Ayesha Ahmed,32,Female,10,Karachi,Accountant,Single,Middle Class,DL-91823,Side-swipe,City Intersection,10/04/2023,11:00,Sunny,Dry,Minor,60,0,Low,4,Defensive Driving,12,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,28,Yes
949,Ahmed Raza,39,Male,18,Lahore,Doctor,Married,Upper Middle Class,DL-46279,Rear-end,Main Road,7/15/2017,9:45,Sunny,Dry,Minor,55,1,High,6,Defensive Driving,15,Defensive Driving,Sedan,Honda,Civic,2022,Urban,50,Yes,Good,32,Yes
950,Sania Khan,29,Female,8,Karachi,Lawyer,Single,Middle Class,DL-72649,Rear-end,Main Road,06/12/2017,12:30,Sunny,Dry,Major,70,0,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,25,Yes
951,Kamran Ali,37,Male,15,Islamabad,Engineer,Married,Upper Middle Class,DL-93417,Side-swipe,City Intersection,01/08/2014,11:15,Sunny,Dry,Minor,50,1,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Fortuner,2021,Urban,60,Yes,Good,30,Yes
952,Saba Malik,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-78319,Rear-end,Main Road,1/22/2016,9:45,Sunny,Dry,Major,70,0,Low,3,Defensive Driving,8,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,24,Yes
953,Imran Khan,44,Male,21,Karachi,Engineer,Married,Upper Middle Class,DL-21739,Side-swipe,City Intersection,11/20/2017,8:30,Foggy,Wet,Major,65,1,High,7,Defensive Driving,12,Defensive Driving,SUV,Toyota,Prado,2022,Urban,60,Yes,Moderate,38,Yes
954,Ayesha Ali,30,Female,9,Islamabad,Accountant,Single,Middle Class,DL-91826,Rear-end,Main Road,5/15/2017,13:45,Sunny,Dry,Minor,55,0,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
955,Farhan Ahmed,40,Male,17,Lahore,Doctor,Married,Upper Middle Class,DL-52716,Rear-end,Main Road,9/19/2023,10:00,Sunny,Dry,Major,75,1,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2020,Urban,50,Yes,Good,35,Yes
956,Sana Malik,34,Female,13,Karachi,Engineer,Single,Middle Class,DL-31794,Head-on,Highway,4/20/2018,16:15,Cloudy,Wet,Major,70,0,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Good,32,Yes
957,Fahad Khan,37,Male,15,Islamabad,Businessman,Married,Upper Class,DL-42927,Side-swipe,City Intersection,7/13/2015,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Prado,2021,Urban,60,Yes,Good,30,Yes
958,Zoya Ahmed,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-72394,Rear-end,Main Road,08/02/2016,9:30,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Accord,2020,Urban,50,Yes,Good,22,Yes
